# coding: utf-8
# 小鹤音形用户词库（与系统词条重码时居后）
# 该文件以UTF-8编码保存
# 编码格式：字词+Tab符+编码（用户词库本身有重码则还需后面+Tab符+权重，权重大者居前，权重数字随意）
 
#    === 强调一下 === 
# 
#   词条和编码之间的不是空格，而是Tab符，如果你不知道，就复制下面编码中的空白处
#   或者按住键盘 G 键，切换到功能键盘，使用上面的Tab键
# 
#    ================
# 
# 如两个用户词重码，则需加权重排序，权重大者居前，如下：
#
# 同文	tw	90
# 提问	tw	30
#
# 如只加一个用户词，无需权重，如下（如想置于系统词“台湾”前，请把词条放到flypy_top文件内）：
# 
# 同文	tw
#    ================
#
# 虽然文本码表编辑较为方便，但不适合导入大量条目

#用户词库，下一行后开始添加。切换方案或部署后生效
# no comment
瘁	cvbu
pistil	pistil
pistol	pistol
piston	piston
pit	pit
pita	pita
pitch	pitch
pitched	pitched
pitcher	pitcher
pitchfork	pitchfork
piteous	piteous
pitfall	pitfall
pith	pith
pithead	pithead
pithy	pithy
pitiable	pitiable
pitiful	pitiful
pitiless	pitiless
piton	piton
pitta	pitta
pittance	pittance
pitted	pitted
pituitary	pituitary
pity	pity
pitying	pitying
pivot	pivot
pivotal	pivotal
pixel	pixel
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
pizzicato	pizzicato
placard	placard
placate	placate
placatory	placatory
place	place
placebo	placebo
placed	placed
placement	placement
placenta	placenta
placid	placid
placing	placing
plagiarism	plagiarism
plagiarize	plagiarize
plague	plague
plaice	plaice
plaid	plaid
plain	plain
plainchant	plainchant
plainly	plainly
plainsong	plainsong
plaint	plaint
plaintiff	plaintiff
plaintive	plaintive
plait	plait
plan	plan
plane	plane
planeload	planeload
planer	planer
planet	planet
planetarium	planetarium
planetary	planetary
plangent	plangent
plank	plank
planking	planking
plankton	plankton
planner	planner
planning	planning
plant	plant
plantain	plantain
plantation	plantation
planter	planter
planting	planting
plaque	plaque
plasma	plasma
plaster	plaster
plasterboard	plasterboard
plastered	plastered
plasterer	plasterer
plasterwork	plasterwork
plastic	plastic
Plasticine	Plasticine
plasticity	plasticity
plate	plate
plateau	plateau
plateful	plateful
platelayer	platelayer
platelet	platelet
platform	platform
plating	plating
platinum	platinum
platitude	platitude
platonic	platonic
platoon	platoon
platter	platter
platypus	platypus
plaudits	plaudits
plausible	plausible
play	play
playable	playable
playback	playback
playbill	playbill
playboy	playboy
player	player
playful	playful
playgoer	playgoer
playground	playground
playgroup	playgroup
playhouse	playhouse
playing	playing
playlet	playlet
playmate	playmate
playpen	playpen
playroom	playroom
playschool	playschool
plaything	plaything
playtime	playtime
playwright	playwright
plaza	plaza
plc	plc
plea	plea
plead	plead
pleading	pleading
pleadingly	pleadingly
pleasant	pleasant
pleasantry	pleasantry
please	please
pleased	pleased
pleasing	pleasing
pleasurable	pleasurable
pleasurably	pleasurably
pleasure	pleasure
pleat	pleat
pleated	pleated
plebe	plebe
plebeian	plebeian
plebiscite	plebiscite
plebs	plebs
plectrum	plectrum
pled	pled
pledge	pledge
plenary	plenary
plenipotentiary	plenipotentiary
plenitude	plenitude
plenteous	plenteous
plentiful	plentiful
plenty	plenty
plenum	plenum
plethora	plethora
pleurisy	pleurisy
plexus	plexus
pliable	pliable
pliant	pliant
pliers	pliers
plight	plight
plimsoll	plimsoll
plinth	plinth
plod	plod
plodder	plodder
plonk	plonk
plonker	plonker
plop	plop
plosive	plosive
plot	plot
plotter	plotter
plough	plough
ploughman	ploughman
ploughshare	ploughshare
plover	plover
plow	plow
ploy	ploy
pluck	pluck
plucky	plucky
plug	plug
plughole	plughole
plum	plum
plumage	plumage
plumb	plumb
plumber	plumber
plumbing	plumbing
plume	plume
plumed	plumed
plummet	plummet
plummy	plummy
plump	plump
plunder	plunder
plunge	plunge
plunger	plunger
plunging	plunging
plunk	plunk
pluperfect	pluperfect
plural	plural
pluralism	pluralism
pluralist	pluralist
plurality	plurality
plus	plus
plush	plush
Pluto	Pluto
plutocracy	plutocracy
plutocrat	plutocrat
plutonium	plutonium
ply	ply
plywood	plywood
PM	PM
pm	pm
PMS	PMS
pneumatic	pneumatic
pneumonia	pneumonia
PO	PO
poach	poach
poacher	poacher
pocked	pocked
pocket	pocket
pocketbook	pocketbook
pocketful	pocketful
pockmark	pockmark
pod	pod
podgy	podgy
podiatrist	podiatrist
podiatry	podiatry
podium	podium
poem	poem
poet	poet
poetess	poetess
poetic	poetic
poetry	poetry
pogrom	pogrom
poignant	poignant
poinsettia	poinsettia
point	point
pointe	pointe
pointed	pointed
pointedly	pointedly
pointer	pointer
pointillism	pointillism
pointing	pointing
pointless	pointless
pointy	pointy
poise	poise
poised	poised
poison	poison
poisoner	poisoner
poisoning	poisoning
poisonous	poisonous
poke	poke
poker	poker
poky	poky
pol	pol
polar	polar
polarity	polarity
polarize	polarize
Polaroid	Polaroid
pole	pole
poleaxe	poleaxe
polecat	polecat
polemic	polemic
polemical	polemical
polemicist	polemicist
police	police
policeman	policeman
policewoman	policewoman
policing	policing
policy	policy
policyholder	policyholder
polio	polio
polish	polish
polished	polished
polisher	polisher
politburo	politburo
polite	polite
politesse	politesse
politic	politic
political	political
politically	politically
politician	politician
politicize	politicize
politicking	politicking
politico	politico
politics	politics
polity	polity
polka	polka
poll	poll
pollard	pollard
pollen	pollen
pollinate	pollinate
polling	polling
pollster	pollster
pollutant	pollutant
pollute	pollute
polluter	polluter
pollution	pollution
polo	polo
polonaise	polonaise
poltergeist	poltergeist
poly	poly
polyandry	polyandry
polyanthus	polyanthus
polyester	polyester
polyethylene	polyethylene
polygamy	polygamy
polyglot	polyglot
polygon	polygon
polygraph	polygraph
polymath	polymath
polymer	polymer
polymorphous	polymorphous
polyp	polyp
polyphony	polyphony
polypropylene	polypropylene
polysemous	polysemous
polystyrene	polystyrene
polysyllable	polysyllable
polytechnic	polytechnic
polytheism	polytheism
polythene	polythene
polyunsaturated	polyunsaturated
polyurethane	polyurethane
pom	pom
pomander	pomander
pomegranate	pomegranate
pommel	pommel
pommy	pommy
pomp	pomp
pompom	pompom
pompous	pompous
ponce	ponce
poncho	poncho
pond	pond
ponder	ponder
ponderous	ponderous
pone	pone
pong	pong
pontiff	pontiff
pontifical	pontifical
pontificate	pontificate
pontoon	pontoon
pony	pony
ponytail	ponytail
poo	poo
pooch	pooch
poodle	poodle
poof	poof
pooh	pooh
pool	pool
poolside	poolside
poop	poop
pooped	pooped
poor	poor
poorhouse	poorhouse
poorly	poorly
pop	pop
popcorn	popcorn
pope	pope
popery	popery
popgun	popgun
popish	popish
poplar	poplar
poplin	poplin
poppa	poppa
poppadom	poppadom
popper	popper
poppet	poppet
poppy	poppy
poppycock	poppycock
Popsicle	Popsicle
populace	populace
popular	popular
popularity	popularity
popularize	popularize
popularly	popularly
populate	populate
population	population
populism	populism
populous	populous
porcelain	porcelain
porch	porch
porcine	porcine
porcupine	porcupine
pore	pore
pork	pork
porker	porker
porky	porky
porn	porn
porno	porno
pornographer	pornographer
pornographic	pornographic
pornography	pornography
porosity	porosity
porous	porous
porphyry	porphyry
porpoise	porpoise
porridge	porridge
port	port
portable	portable
portage	portage
Portakabin	Portakabin
portal	portal
portcullis	portcullis
portend	portend
portent	portent
portentous	portentous
porter	porter
portfolio	portfolio
porthole	porthole
portico	portico
portion	portion
portly	portly
portmanteau	portmanteau
portrait	portrait
portraitist	portraitist
portraiture	portraiture
portray	portray
portrayal	portrayal
pose	pose
poser	poser
poseur	poseur
posh	posh
posit	posit
position	position
positional	positional
positive	positive
positively	positively
positivism	positivism
poss	poss
posse	posse
possess	possess
possessed	possessed
possession	possession
possessive	possessive
possessor	possessor
possibility	possibility
possible	possible
possibly	possibly
possum	possum
post	post
postage	postage
postal	postal
postbag	postbag
postbox	postbox
postcard	postcard
postcode	postcode
postdoctoral	postdoctoral
poster	poster
posterior	posterior
posteriori	posteriori
posterity	posterity
postgraduate	postgraduate
posthumous	posthumous
postie	postie
posting	posting
postman	postman
postmark	postmark
postmaster	postmaster
postmodern	postmodern
postmodernism	postmodernism
postpone	postpone
postprandial	postprandial
postscript	postscript
postulate	postulate
postural	postural
posture	posture
posturing	posturing
postwoman	postwoman
posy	posy
pot	pot
potable	potable
potash	potash
potassium	potassium
potato	potato
potboiler	potboiler
potency	potency
potent	potent
potentate	potentate
potential	potential
potentiality	potentiality
pothole	pothole
potholing	potholing
potion	potion
potluck	potluck
potshot	potshot
potted	potted
potter	potter
pottery	pottery
potty	potty
pouch	pouch
pouf	pouf
pouffe	pouffe
poultice	poultice
poultry	poultry
pounce	pounce
pound	pound
poundage	poundage
pounder	pounder
pounding	pounding
pour	pour
pout	pout
poverty	poverty
POW	POW
pow	pow
powder	powder
powdered	powdered
powdery	powdery
power	power
powerboat	powerboat
powered	powered
powerful	powerful
powerhouse	powerhouse
powerless	powerless
powwow	powwow
pox	pox
poxy	poxy
pp	pp
PPS	PPS
PR	PR
practicable	practicable
practical	practical
practicality	practicality
practically	practically
practice	practice
practise	practise
practised	practised
practising	practising
practitioner	practitioner
praesidium	praesidium
pragmatic	pragmatic
pragmatics	pragmatics
pragmatism	pragmatism
prairie	prairie
praise	praise
praiseworthy	praiseworthy
pram	pram
prance	prance
prang	prang
prank	prank
prat	prat
prate	prate
pratfall	pratfall
prattle	prattle
prawn	prawn
praxis	praxis
pray	pray
prayer	prayer
preach	preach
preacher	preacher
preachy	preachy
preamble	preamble
precancerous	precancerous
precarious	precarious
precast	precast
precaution	precaution
precede	precede
precedence	precedence
precedent	precedent
precept	precept
precinct	precinct
precious	precious
precipice	precipice
precipitate	precipitate
precipitation	precipitation
precipitous	precipitous
precis	precis
precise	precise
precisely	precisely
precision	precision
preclude	preclude
precocious	precocious
precognition	precognition
preconceived	preconceived
preconception	preconception
precondition	precondition
precursor	precursor
predation	predation
predator	predator
predatory	predatory
predecease	predecease
predecessor	predecessor
predestination	predestination
predestined	predestined
predetermine	predetermine
predeterminer	predeterminer
predicament	predicament
predicate	predicate
predicative	predicative
predict	predict
predictable	predictable
prediction	prediction
predictive	predictive
predictor	predictor
predigested	predigested
predilection	predilection
predispose	predispose
predisposition	predisposition
predominance	predominance
predominant	predominant
predominantly	predominantly
predominate	predominate
predominately	predominately
preemie	preemie
preen	preen
prefab	prefab
prefabricated	prefabricated
preface	preface
prefatory	prefatory
prefect	prefect
prefecture	prefecture
prefer	prefer
preferable	preferable
preference	preference
preferential	preferential
preferment	preferment
prefigure	prefigure
prefix	prefix
pregnancy	pregnancy
pregnant	pregnant
preheat	preheat
prehensile	prehensile
prehistoric	prehistoric
prehistory	prehistory
prejudge	prejudge
prejudice	prejudice
prejudiced	prejudiced
prejudicial	prejudicial
prelate	prelate
preliminary	preliminary
prelude	prelude
premarital	premarital
premature	premature
premeditated	premeditated
premenstrual	premenstrual
premier	premier
premiere	premiere
premiership	premiership
premise	premise
premised	premised
premises	premises
premium	premium
premonition	premonition
prenatal	prenatal
preoccupation	preoccupation
preoccupied	preoccupied
preoccupy	preoccupy
preordained	preordained
prep	prep
prepaid	prepaid
preparation	preparation
preparatory	preparatory
prepare	prepare
prepared	prepared
preparedness	preparedness
prepayment	prepayment
preponderance	preponderance
preponderant	preponderant
preposition	preposition
prepossessing	prepossessing
preposterous	preposterous
preppie	preppie
preppy	preppy
preprandial	preprandial
prequel	prequel
preregister	preregister
prerequisite	prerequisite
prerogative	prerogative
presage	presage
Presbyterian	Presbyterian
presbytery	presbytery
preschool	preschool
prescient	prescient
prescribe	prescribe
prescription	prescription
prescriptive	prescriptive
preselect	preselect
presence	presence
present	present
presentable	presentable
presentation	presentation
presentational	presentational
presenter	presenter
presentiment	presentiment
presently	presently
preservation	preservation
preservationist	preservationist
preservative	preservative
preserve	preserve
preserver	preserver
preset	preset
preside	preside
presidency	presidency
president	president
presidium	presidium
press	press
pressed	pressed
pressie	pressie
pressing	pressing
pressman	pressman
pressure	pressure
pressurize	pressurize
prestige	prestige
prestigious	prestigious
presto	presto
presumably	presumably
presume	presume
presumption	presumption
presumptive	presumptive
presumptuous	presumptuous
presuppose	presuppose
presupposition	presupposition
preteen	preteen
pretence	pretence
pretend	pretend
pretender	pretender
pretense	pretense
pretension	pretension
pretentious	pretentious
preternatural	preternatural
pretext	pretext
prettify	prettify
pretty	pretty
pretzel	pretzel
prevail	prevail
prevailing	prevailing
prevalent	prevalent
prevaricate	prevaricate
prevent	prevent
prevention	prevention
preventive	preventive
preverbal	preverbal
preview	preview
previous	previous
prey	prey
prezzie	prezzie
price	price
priceless	priceless
pricey	pricey
pricing	pricing
prick	prick
prickle	prickle
prickly	prickly
pride	pride
priest	priest
priesthood	priesthood
priestly	priestly
prig	prig
prim	prim
primacy	primacy
primaeval	primaeval
primal	primal
primarily	primarily
primary	primary
primate	primate
prime	prime
primer	primer
primeval	primeval
primitive	primitive
primogeniture	primogeniture
primordial	primordial
primp	primp
primrose	primrose
primula	primula
Primus	Primus
prince	prince
princeling	princeling
princely	princely
princess	princess
principal	principal
principality	principality
principally	principally
principle	principle
principled	principled
print	print
printable	printable
printer	printer
printing	printing
printout	printout
prion	prion
prior	prior
priori	priori
prioritize	prioritize
priority	priority
priory	priory
prise	prise
prism	prism
prismatic	prismatic
prison	prison
prisoner	prisoner
prissy	prissy
pristine	pristine
privacy	privacy
private	private
privateer	privateer
privates	privates
privation	privation
privatize	privatize
privet	privet
privilege	privilege
privileged	privileged
privy	privy
prize	prize
prized	prized
prizefight	prizefight
prizefighter	prizefighter
prizewinner	prizewinner
pro	pro
proactive	proactive
probabilistic	probabilistic
probability	probability
probable	probable
probably	probably
probate	probate
probation	probation
probe	probe
probing	probing
probity	probity
problem	problem
problematic	problematic
proboscis	proboscis
probs	probs
procedure	procedure
proceed	proceed
proceeding	proceeding
proceeds	proceeds
process	process
procession	procession
processional	processional
processor	processor
proclaim	proclaim
proclamation	proclamation
proclivity	proclivity
procrastinate	procrastinate
procreate	procreate
proctor	proctor
procure	procure
procurement	procurement
prod	prod
prodding	prodding
prodigal	prodigal
prodigious	prodigious
prodigy	prodigy
produce	produce
producer	producer
product	product
production	production
productive	productive
productivity	productivity
prof	prof
profane	profane
profanity	profanity
profess	profess
professed	professed
profession	profession
professional	professional
professionalism	professionalism
professionalize	professionalize
professionally	professionally
professor	professor
professorial	professorial
professorship	professorship
proffer	proffer
proficient	proficient
profile	profile
profiling	profiling
profit	profit
profitable	profitable
profiteering	profiteering
profiterole	profiterole
profitless	profitless
profligate	profligate
profound	profound
profoundly	profoundly
profundity	profundity
profuse	profuse
profusion	profusion
prog	prog
progenitor	progenitor
progeny	progeny
progesterone	progesterone
prognosis	prognosis
prognostication	prognostication
program	program
programmable	programmable
programmatic	programmatic
programme	programme
programmer	programmer
programming	programming
progress	progress
progression	progression
progressive	progressive
progressively	progressively
prohibit	prohibit
prohibition	prohibition
prohibitionist	prohibitionist
prohibitive	prohibitive
project	project
projectile	projectile
projection	projection
projectionist	projectionist
projector	projector
prolapse	prolapse
prole	prole
proletarian	proletarian
proletariat	proletariat
proliferate	proliferate
proliferation	proliferation
prolific	prolific
prolix	prolix
prologue	prologue
prolong	prolong
prolongation	prolongation
prolonged	prolonged
prom	prom
promenade	promenade
prominence	prominence
prominent	prominent
promiscuous	promiscuous
promise	promise
promising	promising
promo	promo
promontory	promontory
promote	promote
promoter	promoter
promotion	promotion
promotional	promotional
prompt	prompt
prompter	prompter
prompting	prompting
promptly	promptly
promulgate	promulgate
prone	prone
prong	prong
pronominal	pronominal
pronoun	pronoun
pronounce	pronounce
pronounceable	pronounceable
pronounced	pronounced
pronouncement	pronouncement
pronto	pronto
pronunciation	pronunciation
proof	proof
proofread	proofread
prop	prop
propaganda	propaganda
propagandist	propagandist
propagandize	propagandize
propagate	propagate
propagator	propagator
propane	propane
propel	propel
